class_name,label_num,file_name,window_id,n_pkt,duration,len_mean,len_std,len_min,len_max,len_p25,len_p50,len_p75,small_ratio,large_ratio,dt_mean,dt_std,dt_p50,dt_p90,silence_ratio,burstiness,up_ratio,down_ratio,up_bytes_ratio,down_bytes_ratio,switch_rate,signed_len_mean,signed_len_std,tcp_ratio,udp_ratio,tls_ratio,ssh_ratio,stun_ratio,ack_ratio,syn_ratio,fin_ratio,appdata_ratio
aim_chat,1,vpn_aim_chat1a.xlsx,1,50,61.167663,129.74,113.41504237417,40,476,40,59,162,0.52,0,1.24831965306122,2.69840877704697,0.197661000000004,4.7541082,0.306122448979592,0.367415480863473,0.5,0.5,0.3033759827347,0.6966240172653,0.877551020408163,-51.02,165.477477350255,0.52,0,0.48,0,0,0.52,0,0,0.48
aim_chat,1,vpn_aim_chat1a.xlsx,2,50,48.747807,117.72,92.7150649317905,40,370,40,54,162,0.52,0,0.994853204081633,1.83065963806332,0.199525000000008,4.557761,0.285714285714286,0.295806984670151,0.52,0.48,0.420659191301393,0.579340808698607,0.816326530612245,-18.68,149.60225361175,0.52,0,0.48,0,0,0.52,0,0,0.48
aim_chat,1,vpn_aim_chat1a.xlsx,3,50,58.267392,132.84,106.955714657793,40,524,40,162,162,0.46,0,1.18913044897959,2.37405440223611,0.158414999999991,4.95720400000001,0.244897959183673,0.332546304144798,0.52,0.48,0.427280939476061,0.572719060523939,0.836734693877551,-19.32,170.485314467199,0.46,0,0.54,0,0,0.46,0,0,0.54
aim_chat,1,vpn_aim_chat1a.xlsx,4,50,76.58782,160.36,134.984014170689,40,524,40,162,201,0.42,0,1.56301673469388,3.06931600411918,0.171005000000008,6.5283334,0.244897959183673,0.325170784215139,0.52,0.48,0.4125717136443,0.5874282863557,0.816326530612245,-28.04,208.946234662393,0.38,0.08,0.54,0,0,0.38,0,0,0.52
aim_chat,1,vpn_aim_chat1a.xlsx,5,50,73.722695,144.76,139.05006586236,40,521,52,63,162,0.56,0,1.50454479591837,3.24241666170718,0.146060000000006,6.8382766,0.224489795918367,0.366101954124166,0.52,0.48,0.372893064382426,0.627106935617574,0.673469387755102,-36.8,198.333464814454,0.46,0.08,0.34,0,0,0.46,0.04,0,0.32
aim_chat,1,vpn_aim_chat1a.xlsx,6,50,44.257306,188.36,281.106687568827,40,1360,52,60,162,0.6,0.04,0.903210326530612,2.89090113857697,0.000606000000004769,1.48182160000001,0.142857142857143,0.523888354447698,0.54,0.46,0.230303673816097,0.769696326183903,0.693877551020408,-101.6,323.560359318704,0.56,0,0.32,0,0,0.56,0.04,0.02,0.2
aim_chat,1,vpn_aim_chat1a.xlsx,7,50,37.923164,185.18,274.010478721124,40,1360,40,75.5,162,0.52,0.04,0.773942122448979,2.15806185939866,0.0212640000000022,2.52955739999999,0.163265306122449,0.472072939026999,0.54,0.46,0.275623717464089,0.724376282535911,0.816326530612245,-83.1,320.977667860719,0.54,0,0.46,0,0,0.54,0,0.02,0.34
aim_chat,1,vpn_aim_chat1a.xlsx,8,50,44.492794,109.52,90.6599927515676,40,354,40,53.5,162,0.58,0,0.908016204081632,1.64277525593593,0.200448000000023,3.91703239999999,0.244897959183673,0.288051400269797,0.5,0.5,0.392987582176771,0.607012417823229,0.836734693877551,-23.44,141.060293954792,0.58,0,0.42,0,0,0.58,0,0,0.42
aim_chat,1,vpn_aim_chat1a.xlsx,9,50,50.918158,126.06,110.681821968586,40,460,40,58,162,0.52,0,1.03914608163265,1.94906258313672,0.165233000000001,4.14625999999999,0.244897959183673,0.304502330185933,0.48,0.52,0.326193875932096,0.673806124067904,0.857142857142857,-43.82,162.808224482621,0.52,0,0.48,0,0,0.52,0,0,0.48
aim_chat,1,vpn_aim_chat1a.xlsx,10,50,63.033159,134.56,114.028310126056,40,460,40,130,162,0.48,0,1.286391,2.55082643415214,0.165233000000001,6.27023680000001,0.244897959183673,0.329518839067697,0.5,0.5,0.310047562425684,0.689952437574316,0.857142857142857,-51.12,169.740334701242,0.48,0,0.52,0,0,0.48,0,0,0.52
aim_chat,1,vpn_aim_chat1a.xlsx,11,50,47.115227,134.36,115.145118730005,40,460,40,108,162,0.5,0,0.961535244897959,2.15002533853246,0.197052000000042,2.2366306,0.26530612244898,0.381959490026776,0.5,0.5,0.219708246501935,0.780291753498065,0.918367346938776,-75.32,160.90540255513,0.5,0,0.5,0,0,0.5,0,0,0.5
aim_chat,1,vpn_aim_chat1a.xlsx,12,50,22.665655,138.46,127.901302828807,40,460,40,62.5,162,0.52,0,0.462564387755102,0.795427881201005,0.000134000000002743,1.91333880000001,0.204081632653061,0.264598997672788,0.52,0.48,0.156723963599596,0.843276036400404,0.959183673469388,-95.06,163.402396755085,0.48,0.04,0.48,0,0,0.48,0,0,0.48
aim_chat,1,vpn_aim_chat1a.xlsx,13,50,21.55463,131.74,125.653363485034,40,471,40,58,162,0.56,0,0.439890408163266,0.860707155381628,0.0807140000000004,1.91333880000001,0.142857142857143,0.323556462824203,0.5,0.5,0.182328829512676,0.817671170487324,0.877551020408163,-83.7,162.32598217721,0.44,0.16,0.4,0,0,0.44,0,0,0.4
aim_chat,1,vpn_aim_chat1a.xlsx,14,50,17.307746,130.64,109.468429891257,40,471,40,99.5,162,0.5,0,0.353219306122449,0.75887566654622,0.140839000000028,0.798760200000016,0.122448979591837,0.364767731527755,0.48,0.52,0.310777709736681,0.689222290263319,0.877551020408163,-49.44,164.025154865257,0.42,0.12,0.46,0,0,0.42,0,0,0.46
aim_chat,1,vpn_aim_chat1a.xlsx,15,50,17.693353,129.02,105.003107825727,40,460,40,138,162,0.48,0,0.361088836734694,0.723900463465465,0.16792300000003,0.815173400000004,0.163265306122449,0.334391893693182,0.52,0.48,0.387226786544722,0.612773213455278,0.857142857142857,-29.1,164.764798350589,0.48,0,0.52,0,0,0.48,0,0,0.52
aim_chat,1,vpn_aim_chat1a.xlsx,16,50,21.534995,143.66,115.930945315014,40,492,40,162,178,0.44,0,0.439489693877551,1.03071945048617,0.143533999999988,1.41732659999998,0.163265306122449,0.402139898853977,0.5,0.5,0.385632743978839,0.614367256021161,0.877551020408163,-32.86,182.749969708811,0.44,0,0.56,0,0,0.44,0,0,0.56
aim_chat,1,vpn_aim_chat1a.xlsx,17,50,29.078404,147.32,113.566745635708,40,492,40,162,210,0.42,0,0.59343681632653,1.30670490116267,0.164206000000036,2.1922718,0.183673469387755,0.375376256555556,0.5,0.5,0.36057561770296,0.63942438229704,0.877551020408163,-41.08,182.541786102441,0.42,0,0.58,0,0,0.42,0,0,0.58
aim_chat,1,vpn_aim_chat1a.xlsx,18,50,32.782747,134.24,102.940156976601,40,354,40,162,162,0.46,0,0.669035653061224,1.24710769941271,0.198657999999966,2.39591699999995,0.224489795918367,0.301685176949385,0.52,0.48,0.34684147794994,0.65315852205006,0.877551020408163,-41.12,165.104375150623,0.46,0,0.54,0,0,0.46,0,0,0.54
aim_chat,1,vpn_aim_chat1a.xlsx,19,50,19.708375,129.32,92.7067881626182,40,354,40,162,162,0.44,0,0.402211734693877,0.83299035595482,0.18978599999997,1.54862580000003,0.142857142857143,0.348751531852337,0.52,0.48,0.475719146303743,0.524280853696257,0.918367346938776,-6.28,160.060197859354,0.44,0,0.56,0,0,0.44,0,0,0.56
aim_chat,1,vpn_aim_chat1a.xlsx,20,50,209.345547,126.92,93.3940172012083,40,354,40,146,162,0.46,0,4.27235810204082,19.711447629163,0.197654999999997,2.04054079999997,0.163265306122449,0.643729760829215,0.5,0.5,0.478411597856918,0.521588402143082,0.897959183673469,-5.48,158.52203091594,0.46,0,0.54,0,0,0.46,0,0,0.54
bittorrent,2,vpn_bittorrent.xlsx,1,50,22.220868,92.88,92.1094380149427,30,385,57,65,69,0.82,0,0.453487102040816,1.2068850681326,0.000181999999998794,2.003303,0.142857142857143,0.453752465637324,0.9,0.1,0.642549526270456,0.357450473729543,0.0408163265306122,26.48,128.729940383038,0.06,0,0,0,0,0.06,0.06,0,0
bittorrent,2,vpn_bittorrent.xlsx,2,50,1.952268,158.36,134.929121227043,57,385,60,108,373,0.48,0,0.0398422040816327,0.277491570767247,6.19999999997844e-05,0.000769400000000786,0.0204081632653061,0.748894021125823,0.48,0.52,0.186031826218742,0.813968173781258,0.0816326530612245,-99.44,183.590400353724,0.14,0,0,0,0,0.14,0.14,0,0
bittorrent,2,vpn_bittorrent.xlsx,3,50,0.270257000000001,170.92,136.585599982022,52,426,60,114,373,0.4,0,0.00551544897959185,0.0279197131358094,6.10000000023092e-05,0.0025818000000001,0,0.670080918970551,0.4,0.6,0.241165457523988,0.758834542476012,0.285714285714286,-88.48,201.188939526394,0.4,0,0,0,0,0.4,0.32,0,0
bittorrent,2,vpn_bittorrent.xlsx,4,50,0.272926999999999,128.88,109.853267626244,52,426,60,60,222,0.64,0,0.00556993877551019,0.0279092595681436,0.000123999999999569,0.0025818000000001,0,0.66725972836407,0.66,0.34,0.661700806952204,0.338299193047796,0.571428571428571,41.68,165.057867403637,0.64,0,0,0,0,0.64,0.4,0,0
bittorrent,2,vpn_bittorrent.xlsx,5,50,0.271298000000002,132.16,126.373007967909,52,448,52,60,222,0.68,0,0.00553669387755105,0.0277514529403445,0.000122000000001066,0.00173799999999886,0,0.667347425025497,0.54,0.46,0.582021791767555,0.417978208232446,0.612244897959184,21.68,182.519156389075,0.76,0,0,0,0,0.76,0.22,0,0
bittorrent,2,vpn_bittorrent.xlsx,6,50,0.275411000000002,350.38,496.280446143599,52,1360,52,52,421,0.64,0.18,0.00562063265306126,0.0277535412227682,5.49999999996942e-05,0.00328099999999978,0,0.663174724625501,0.4,0.6,0.109766539186027,0.890233460813973,0.693877551020408,-273.46,543.377728205899,0.92,0,0,0,0,0.92,0.06,0,0
bittorrent,2,vpn_bittorrent.xlsx,7,50,0.0213000000000001,616.6,643.341563515788,52,1360,52,52,1360,0.54,0.42,0.000434693877551022,0.00151818825968219,3.70000000025072e-05,0.000751999999999242,0,0.554818112918023,0.46,0.54,0.0387933830684398,0.96120661693156,0.918367346938776,-568.76,686.842986542969,0.98,0,0,0,0,0.98,0,0,0
bittorrent,2,vpn_bittorrent.xlsx,8,50,0.00964600000000004,624.58,638.553374305339,52,1360,52,56,1360,0.52,0.42,0.000196857142857144,0.000522717219600471,3.09999999998922e-05,0.00056859999999972,0,0.452851148879586,0.5,0.5,0.0418841461462103,0.95811585385379,0.959183673469388,-572.26,686.765616970638,0.98,0,0,0,0,0.98,0.02,0,0
bittorrent,2,vpn_bittorrent.xlsx,9,50,0.0126860000000022,605.8,630.237046430847,52,1360,52,56,1360,0.52,0.4,0.000258897959183718,0.000597470649380588,3.50000000004513e-05,0.000950400000000684,0,0.395358595365138,0.5,0.5,0.0431825685044569,0.956817431495543,0.959183673469388,-553.48,677.561872767773,0.98,0,0,0,0,0.98,0.02,0,0
bittorrent,2,vpn_bittorrent.xlsx,10,50,0.0212620000000001,622.86,639.019306341797,52,1360,52,60,1360,0.52,0.42,0.000433918367346941,0.0013389335594165,3.69999999989545e-05,0.00130300000000148,0,0.510485494252001,0.52,0.48,0.0439264040073211,0.956073595992679,0.959183673469388,-568.14,689.091593982947,0.96,0,0,0,0,0.96,0.04,0,0
bittorrent,2,vpn_bittorrent.xlsx,11,50,0.0204710000000006,623,638.880909345811,52,1360,52,60,1360,0.52,0.42,0.000417775510204093,0.00138177696984302,2.80000000003611e-05,0.00123320000000007,0,0.535689550778519,0.52,0.48,0.0441733547351525,0.955826645264848,0.938775510204082,-567.96,689.243802130647,0.94,0,0,0,0,0.94,0.06,0,0
bittorrent,2,vpn_bittorrent.xlsx,12,50,0.025074,642.98,646.327726624877,52,1360,52,56,1360,0.52,0.44,0.000511714285714287,0.00236876449863627,1.90000000017676e-05,0.000455000000001605,0,0.644701923517392,0.52,0.48,0.0423030265327071,0.957696973467293,0.979591836734694,-588.58,697.211357583091,0.98,0,0,0,0,0.98,0.02,0,0
bittorrent,2,vpn_bittorrent.xlsx,13,50,0.212156,562.98,633.326123875901,52,1360,52,52,1360,0.56,0.38,0.00432971428571429,0.0182630636600216,2.69999999993331e-05,0.0113001999999995,0,0.616716961843858,0.48,0.52,0.044335500373015,0.955664499626985,0.918367346938776,-513.06,675.214143204712,0.96,0,0,0,0,0.96,0,0.04,0
bittorrent,2,vpn_bittorrent.xlsx,14,50,0.213581999999999,581.2,643.010267477614,52,1360,52,52,1360,0.56,0.4,0.00435881632653059,0.0182138535286027,2.50000000008299e-05,0.00999719999999798,0,0.613797007221155,0.48,0.52,0.0429456297315898,0.95705437026841,0.918367346938776,-531.28,685.660683619255,0.96,0,0,0,0,0.96,0,0.04,0
bittorrent,2,vpn_bittorrent.xlsx,15,50,0.0228499999999983,706,660.639764137146,52,1360,52,706,1360,0.5,0.5,0.000466326530612209,0.00196281390682395,2.2999999998774e-05,0.000142200000000514,0,0.61605634369624,0.5,0.5,0.0368271954674221,0.963172804532578,1,-654,713.167696453861,1,0,0,0,0,1,0,0,0
bittorrent,2,vpn_bittorrent.xlsx,16,50,0.0052979999999998,680,659.956708536899,52,1360,52,56,1360,0.52,0.48,0.000108122448979588,0.000312179878211802,2.2999999998774e-05,0.000128200000000334,0,0.485501545032336,0.5,0.5,0.0382352941176471,0.961764705882353,1,-628,710.596185449591,1,0,0,0,0,1,0.02,0,0
bittorrent,2,vpn_bittorrent.xlsx,17,50,0.00914099999999962,658.68,654.73890854855,52,1360,52,56,1360,0.52,0.46,0.000186551020408156,0.000509958660956283,2.30000000023267e-05,0.000569000000000131,0,0.464326123815651,0.52,0.48,0.0483998299629562,0.951600170037044,0.979591836734694,-594.92,714.313509173497,0.98,0,0,0,0,0.98,0.02,0,0
bittorrent,2,vpn_bittorrent.xlsx,18,50,0.00729499999999916,710.84,656.624900222217,52,1360,52,827,1360,0.48,0.5,0.000148877551020391,0.000472866992956141,2.30000000023267e-05,0.000193000000000865,0,0.521097362372453,0.5,0.5,0.0433852906420573,0.956614709357943,0.979591836734694,-649.16,718.855336132183,0.98,0,0,0,0,0.98,0,0,0
bittorrent,2,vpn_bittorrent.xlsx,19,50,0.00517299999999921,706,660.639764137146,52,1360,52,706,1360,0.5,0.5,0.000105571428571412,0.000403075003359379,2.30000000023267e-05,5.40000000007979e-05,0,0.584892680085322,0.5,0.5,0.0368271954674221,0.963172804532578,1,-654,713.167696453861,1,0,0,0,0,1,0,0,0
bittorrent,2,vpn_bittorrent.xlsx,20,50,0.0104110000000013,706,660.639764137146,52,1360,52,706,1360,0.5,0.5,0.000212469387755128,0.000587838310466044,2.3999999999802e-05,0.000305400000001299,0,0.469030753477864,0.5,0.5,0.0368271954674221,0.963172804532578,1,-654,713.167696453861,1,0,0,0,0,1,0,0,0
bittorrent,2,vpn_bittorrent.xlsx,21,50,0.011609,706,660.639764137146,52,1360,52,706,1360,0.5,0.5,0.000236918367346938,0.000512311625410349,2.1999999997746e-05,0.000713599999998849,0,0.367568384508791,0.5,0.5,0.0368271954674221,0.963172804532578,1,-654,713.167696453861,1,0,0,0,0,1,0,0,0
bittorrent,2,vpn_bittorrent.xlsx,22,50,0.0175219999999996,590.14,637.474225489365,52,1360,52,60,1360,0.54,0.4,0.000357591836734686,0.000795376035762385,5.3000000001191e-05,0.00079279999999784,0,0.379701992978757,0.54,0.46,0.0720845900972651,0.927915409902735,0.938775510204082,-505.06,708.134612188666,0.94,0,0,0,0,0.94,0.06,0,0
bittorrent,2,vpn_bittorrent.xlsx,23,50,0.0135620000000003,616.3,641.763649354381,52,1360,52,60,1360,0.52,0.42,0.000276775510204088,0.000785979624028303,2.69999999993331e-05,0.000742199999999826,0,0.479135877515095,0.52,0.48,0.0673373357131267,0.932662664286873,0.938775510204082,-533.3,713.599792086087,0.94,0,0,0,0,0.94,0.06,0,0
bittorrent,2,vpn_bittorrent.xlsx,24,50,0.00131800000000126,706,660.639764137146,52,1360,52,706,1360,0.5,0.5,2.68979591836992e-05,3.21858178512251e-05,2.3999999999802e-05,4.06000000005236e-05,0,0.0894976410255612,0.5,0.5,0.0368271954674221,0.963172804532578,1,-654,713.167696453861,1,0,0,0,0,1,0,0,0
bittorrent,2,vpn_bittorrent.xlsx,25,50,0.0153560000000006,706,660.639764137146,52,1360,52,706,1360,0.5,0.5,0.000313387755102053,0.00182657060061046,2.3999999999802e-05,7.99999999998136e-05,0,0.707108547915844,0.5,0.5,0.0368271954674221,0.963172804532578,1,-654,713.167696453861,1,0,0,0,0,1,0,0,0
bittorrent,2,vpn_bittorrent.xlsx,26,50,0.201736,706,660.639764137146,52,1360,52,706,1360,0.5,0.5,0.0041170612244898,0.0260883553153254,2.3999999999802e-05,0.000710799999999523,0,0.727395831865918,0.5,0.5,0.0368271954674221,0.963172804532578,1,-654,713.167696453861,1,0,0,0,0,1,0,0,0
bittorrent,2,vpn_bittorrent.xlsx,27,50,0.204152000000001,706,660.639764137146,52,1360,52,706,1360,0.5,0.5,0.00416636734693879,0.0260650198203883,2.3999999999802e-05,0.00156200000000055,0,0.724368099691984,0.5,0.5,0.0368271954674221,0.963172804532578,1,-654,713.167696453861,1,0,0,0,0,1,0,0,0
bittorrent,2,vpn_bittorrent.xlsx,28,50,0.0303649999999998,706,660.639764137146,52,1360,52,706,1360,0.5,0.5,0.000619693877551015,0.00188504379042936,2.2999999998774e-05,0.00219099999999912,0,0.505182610160732,0.5,0.5,0.0368271954674221,0.963172804532578,1,-654,713.167696453861,1,0,0,0,0,1,0,0,0
bittorrent,2,vpn_bittorrent.xlsx,29,50,0.0138290000000012,706,660.639764137146,52,1360,52,706,1360,0.5,0.5,0.000282224489795943,0.00110864777366598,2.30000000023267e-05,4.30000000001485e-05,0,0.594176263040082,0.5,0.5,0.0368271954674221,0.963172804532578,1,-654,713.167696453861,1,0,0,0,0,1,0,0,0
bittorrent,2,vpn_bittorrent.xlsx,30,50,0.000868000000000535,758.32,658.522323548902,52,1360,52,1360,1360,0.46,0.54,1.77142857142966e-05,7.77549569696208e-06,2.30000000023267e-05,2.50000000008299e-05,0,-0.389912720587634,0.46,0.54,0.0315434117522945,0.968456588247705,0.938775510204082,-710.48,710.881896675114,1,0,0,0,0,1,0,0,0
bittorrent,2,vpn_bittorrent.xlsx,31,50,0.00437299999999752,732.16,660.111040751818,52,1360,52,1360,1360,0.48,0.52,8.9244897959133e-05,0.000333720912004239,2.2999999998774e-05,2.71999999995387e-05,0,0.578004198651775,0.48,0.52,0.0340909090909091,0.965909090909091,0.918367346938776,-682.24,712.596933900281,1,0,0,0,0,1,0,0,0
bittorrent,2,vpn_bittorrent.xlsx,32,50,0.00491600000000147,679.84,660.111040751818,52,1360,52,52,1360,0.52,0.48,0.000100326530612275,0.000341591519444664,2.2999999998774e-05,2.68000000005486e-05,0,0.545949613963906,0.52,0.48,0.0397740644857614,0.960225935514239,0.979591836734694,-625.76,712.596933900281,1,0,0,0,0,1,0,0,0
bittorrent,2,vpn_bittorrent.xlsx,33,50,0.00168500000000193,713.94,654.980616943302,52,1360,52,904.5,1360,0.48,0.5,3.43877551020803e-05,9.02193660671299e-05,2.2999999998774e-05,2.50000000008299e-05,0,0.448061157669581,0.46,0.54,0.0335042160405636,0.966495783959436,0.918367346938776,-666.1,704.533953643637,1,0,0,0,0,1,0,0,0
bittorrent,2,vpn_bittorrent.xlsx,34,50,0.00254599999999883,713.94,654.980616943302,52,1360,52,904.5,1360,0.48,0.5,5.19591836734454e-05,0.000211446305160484,2.10000000002708e-05,2.52000000010355e-05,0,0.605481389901699,0.46,0.54,0.0335042160405636,0.966495783959436,0.918367346938776,-666.1,704.533953643637,1,0,0,0,0,1,0,0,0
bittorrent,2,vpn_bittorrent.xlsx,35,50,0.0059199999999997,706,660.639764137146,52,1360,52,706,1360,0.5,0.5,0.000120816326530606,0.000417305377465188,2.10000000002708e-05,2.46000000004187e-05,0,0.550970252143513,0.5,0.5,0.0368271954674221,0.963172804532578,1,-654,713.167696453861,1,0,0,0,0,1,0,0,0
bittorrent,2,vpn_bittorrent.xlsx,36,50,0.00896799999999942,706,660.639764137146,52,1360,52,706,1360,0.5,0.5,0.000183020408163253,0.000560832695262142,2.2999999998774e-05,0.000272800000000473,0,0.507912496915015,0.5,0.5,0.0368271954674221,0.963172804532578,0.979591836734694,-654,713.167696453861,1,0,0,0,0,1,0,0,0
bittorrent,2,vpn_bittorrent.xlsx,37,50,0.0150040000000011,679.84,660.111040751818,52,1360,52,52,1360,0.52,0.48,0.000306204081632676,0.00059803372186101,2.3999999999802e-05,0.0013073999999996,0,0.322735500662244,0.52,0.48,0.0397740644857614,0.960225935514239,0.979591836734694,-625.76,712.596933900281,1,0,0,0,0,1,0,0,0
bittorrent,2,vpn_bittorrent.xlsx,38,50,0.0145500000000034,706,660.639764137146,52,1360,52,706,1360,0.5,0.5,0.000296938775510273,0.000457742622740398,0.000147999999999371,0.000981799999999566,0,0.213075143501372,0.5,0.5,0.0368271954674221,0.963172804532578,1,-654,713.167696453861,1,0,0,0,0,1,0,0,0
bittorrent,2,vpn_bittorrent.xlsx,39,50,0.00481699999999918,706,660.639764137146,52,1360,52,706,1360,0.5,0.5,9.83061224489629e-05,0.000203684314982864,1.89999999982149e-05,0.000227999999999895,0,0.348945461419162,0.5,0.5,0.0368271954674221,0.963172804532578,1,-654,713.167696453861,1,0,0,0,0,1,0,0,0
bittorrent,2,vpn_bittorrent.xlsx,40,50,0.00753500000000074,706,660.639764137146,52,1360,52,706,1360,0.5,0.5,0.000153775510204097,0.000905667830602335,2.3999999999802e-05,2.70000000014647e-05,0,0.709705079486131,0.5,0.5,0.0368271954674221,0.963172804532578,1,-654,713.167696453861,1,0,0,0,0,1,0,0,0
bittorrent,2,vpn_bittorrent.xlsx,41,50,0.00755200000000045,679.84,660.111040751818,52,1360,52,52,1360,0.52,0.48,0.000154122448979601,0.000905801662264277,2.10000000002708e-05,2.94000000010897e-05,0,0.70918210587962,0.48,0.52,0.0367145210637797,0.96328547893622,0.959183673469388,-629.92,708.847061596995,1,0,0,0,0,1,0,0,0
bittorrent,2,vpn_bittorrent.xlsx,42,50,0.000957999999997128,679.84,660.111040751818,52,1360,52,52,1360,0.52,0.48,1.95510204081046e-05,2.52389094657317e-05,2.10000000002708e-05,2.3999999999802e-05,0,0.126990354162653,0.48,0.52,0.0367145210637797,0.96328547893622,0.959183673469388,-629.92,708.847061596995,1,0,0,0,0,1,0,0,0
bittorrent,2,vpn_bittorrent.xlsx,43,50,0.00113400000000041,707.68,658.953946549734,52,1360,52,712,1360,0.5,0.5,2.31428571428656e-05,5.13837685135335e-05,9.99999999962142e-06,2.25999999997839e-05,0,0.378937206962609,0.5,0.5,0.0391137237169342,0.960886276283066,1,-652.32,714.875112255595,1,0,0,0,0,1,0,0,0
bittorrent,2,vpn_bittorrent.xlsx,44,50,0.00143399999999971,663.2,651.940150001266,52,1360,52,64,1360,0.52,0.46,2.92653061224431e-05,6.29175305160033e-05,1.80000000007396e-05,2.3999999999802e-05,0,0.365059544928821,0.5,0.5,0.0417370325693607,0.958262967430639,0.979591836734694,-607.84,704.859382705342,1,0,0,0,0,1,0,0,0
bittorrent,2,vpn_bittorrent.xlsx,45,50,0.00268399999999858,668.52,648.72229963276,52,1360,52,227,1360,0.5,0.46,5.47755102040526e-05,0.000173535450905841,1.99999999992428e-05,2.65999999989219e-05,0,0.520167494912825,0.48,0.52,0.0373362053491294,0.962663794650871,0.979591836734694,-618.6,697.427371685045,1,0,0,0,0,1,0,0,0
bittorrent,2,vpn_bittorrent.xlsx,46,50,0.00797899999999885,686.84,655.154518617789,52,1360,52,227,1360,0.5,0.48,0.000162836734693854,0.000758637878781879,1.99999999992428e-05,0.000136799999999937,0,0.64657358474648,0.5,0.5,0.0378545221594549,0.962145477840545,1,-634.84,706.652250013385,1,0,0,0,0,1,0,0,0
